"id","target"
3091,"biz&tech"
3092,"politician"
3093,"internetplatform"
3094,"politician"
3095,"politician"
3096,"celebrity"
3097,"celebrity"
3098,"politician"
3099,"celebrity"
3100,"politician"
3101,"politician"
3102,"internetplatform"
3103,"politician"
3104,"internetplatform"
3105,"celebrity"
3106,"celebrity"
3107,"celebrity"
3108,"celebrity"
3109,"celebrity"
3110,"celebrity"
3111,"celebrity"
3112,"internetplatform"
3113,"celebrity"
3114,"politician"
3115,"internetplatform"
3116,"celebrity"
3117,"celebrity"
3118,"politician"
3119,"politician"
3120,"celebrity"
3121,"internetplatform"
3122,"politician"
3123,"internetplatform"
3124,"politician"
3125,"politician"
3126,"celebrity"
3127,"politician"
3128,"celebrity"
3129,"politician"
3130,"celebrity"
3131,"celebrity"
3132,"politician"
3133,"politician"
3134,"internetplatform"
3135,"celebrity"
3136,"celebrity"
3137,"internetplatform"
3138,"biz&tech"
3139,"celebrity"
3140,"politician"
3141,"internetplatform"
3142,"politician"
3143,"celebrity"
3144,"politician"
3145,"celebrity"
3146,"celebrity"
3147,"celebrity"
3148,"politician"
3149,"celebrity"
3150,"internetplatform"
3151,"celebrity"
3152,"celebrity"
3153,"politician"
3154,"politician"
3155,"celebrity"
3156,"celebrity"
3157,"politician"
3158,"politician"
3159,"celebrity"
3160,"celebrity"
3161,"politician"
3162,"politician"
3163,"celebrity"
3164,"internetplatform"
3165,"internetplatform"
3166,"politician"
3167,"biz&tech"
3168,"celebrity"
3169,"internetplatform"
3170,"politician"
3171,"celebrity"
3172,"politician"
3173,"biz&tech"
3174,"politician"
3175,"biz&tech"
3176,"biz&tech"
3177,"celebrity"
3178,"internetplatform"
3179,"politician"
3180,"politician"
3181,"politician"
3182,"celebrity"
3183,"celebrity"
3184,"biz&tech"
3185,"celebrity"
3186,"politician"
3187,"celebrity"
3188,"celebrity"
3189,"politician"
3190,"politician"
3191,"celebrity"
3192,"celebrity"
3193,"celebrity"
3194,"celebrity"
3195,"internetplatform"
3196,"celebrity"
3197,"celebrity"
3198,"politician"
3199,"celebrity"
3200,"internetplatform"
3201,"celebrity"
3202,"celebrity"
3203,"politician"
3204,"celebrity"
3205,"internetplatform"
3206,"internetplatform"
3207,"politician"
3208,"celebrity"
3209,"internetplatform"
3210,"politician"
3211,"celebrity"
3212,"celebrity"
3213,"celebrity"
3214,"celebrity"
3215,"politician"
3216,"internetplatform"
3217,"politician"
3218,"internetplatform"
3219,"celebrity"
3220,"internetplatform"
3221,"internetplatform"
3222,"politician"
3223,"celebrity"
3224,"politician"
3225,"politician"
3226,"celebrity"
3227,"celebrity"
3228,"celebrity"
3229,"celebrity"
3230,"celebrity"
3231,"celebrity"
3232,"celebrity"
3233,"celebrity"
3234,"politician"
3235,"politician"
3236,"politician"
3237,"internetplatform"
3238,"celebrity"
3239,"celebrity"
3240,"internetplatform"
3241,"politician"
3242,"biz&tech"
3243,"politician"
3244,"politician"
3245,"politician"
3246,"politician"
3247,"politician"
3248,"celebrity"
3249,"celebrity"
3250,"celebrity"
3251,"internetplatform"
3252,"internetplatform"
3253,"internetplatform"
3254,"celebrity"
3255,"politician"
3256,"politician"
3257,"politician"
3258,"politician"
3259,"internetplatform"
3260,"celebrity"
3261,"politician"
3262,"celebrity"
3263,"politician"
3264,"celebrity"
3265,"celebrity"
3266,"celebrity"
3267,"celebrity"
3268,"biz&tech"
3269,"celebrity"
3270,"politician"
3271,"politician"
3272,"politician"
3273,"celebrity"
3274,"politician"
3275,"politician"
3276,"internetplatform"
3277,"celebrity"
3278,"celebrity"
3279,"celebrity"
3280,"politician"
3281,"celebrity"
3282,"politician"
3283,"politician"
3284,"celebrity"
3285,"politician"
3286,"celebrity"
3287,"celebrity"
3288,"internetplatform"
3289,"celebrity"
3290,"politician"
3291,"politician"
3292,"internetplatform"
3293,"internetplatform"
3294,"politician"
3295,"politician"
3296,"biz&tech"
3297,"politician"
3298,"celebrity"
3299,"politician"
3300,"politician"
3301,"celebrity"
3302,"celebrity"
3303,"politician"
3304,"celebrity"
3305,"politician"
3306,"celebrity"
3307,"celebrity"
3308,"biz&tech"
3309,"internetplatform"
3310,"celebrity"
3311,"biz&tech"
3312,"celebrity"
3313,"celebrity"
3314,"internetplatform"
3315,"celebrity"
3316,"biz&tech"
3317,"internetplatform"
3318,"politician"
3319,"celebrity"
3320,"celebrity"
3321,"celebrity"
3322,"biz&tech"
3323,"celebrity"
3324,"internetplatform"
3325,"celebrity"
3326,"celebrity"
3327,"politician"
3328,"biz&tech"
3329,"celebrity"
3330,"celebrity"
3331,"internetplatform"
3332,"celebrity"
3333,"celebrity"
3334,"politician"
3335,"celebrity"
3336,"celebrity"
3337,"celebrity"
3338,"politician"
3339,"celebrity"
3340,"politician"
3341,"biz&tech"
3342,"internetplatform"
3343,"celebrity"
3344,"politician"
3345,"internetplatform"
3346,"politician"
3347,"biz&tech"
3348,"celebrity"
3349,"celebrity"
3350,"politician"
3351,"politician"
3352,"celebrity"
3353,"internetplatform"
3354,"celebrity"
3355,"politician"
3356,"politician"
3357,"politician"
3358,"celebrity"
3359,"internetplatform"
3360,"politician"
3361,"internetplatform"
3362,"politician"
3363,"politician"
3364,"internetplatform"
3365,"politician"
3366,"politician"
3367,"celebrity"
3368,"celebrity"
3369,"celebrity"
3370,"celebrity"
3371,"internetplatform"
3372,"celebrity"
3373,"celebrity"
3374,"biz&tech"
3375,"politician"
3376,"celebrity"
3377,"politician"
3378,"celebrity"
3379,"celebrity"
3380,"biz&tech"
3381,"internetplatform"
3382,"celebrity"
3383,"politician"
3384,"internetplatform"
3385,"politician"
3386,"celebrity"
3387,"biz&tech"
3388,"politician"
3389,"politician"
3390,"celebrity"
3391,"politician"
3392,"politician"
3393,"politician"
3394,"internetplatform"
3395,"biz&tech"
3396,"celebrity"
3397,"politician"
3398,"celebrity"
3399,"celebrity"
3400,"politician"
3401,"celebrity"
3402,"celebrity"
3403,"politician"
3404,"celebrity"
3405,"celebrity"
3406,"politician"
3407,"politician"
3408,"celebrity"
3409,"internetplatform"
3410,"celebrity"
3411,"politician"
3412,"politician"
3413,"internetplatform"
3414,"celebrity"
3415,"celebrity"
3416,"politician"
3417,"politician"
3418,"internetplatform"
3419,"internetplatform"
3420,"politician"
3421,"celebrity"
3422,"politician"
3423,"politician"
3424,"politician"
3425,"celebrity"
3426,"politician"
3427,"politician"
3428,"celebrity"
3429,"celebrity"
3430,"politician"
3431,"celebrity"
3432,"celebrity"
3433,"celebrity"
3434,"politician"
3435,"celebrity"
3436,"celebrity"
3437,"internetplatform"
3438,"internetplatform"
3439,"celebrity"
3440,"celebrity"
3441,"internetplatform"
3442,"internetplatform"
3443,"celebrity"
3444,"internetplatform"
3445,"biz&tech"
3446,"politician"
3447,"celebrity"
3448,"celebrity"
3449,"politician"
3450,"internetplatform"
3451,"biz&tech"
3452,"politician"
3453,"biz&tech"
3454,"celebrity"
3455,"politician"
3456,"celebrity"
3457,"celebrity"
3458,"politician"
3459,"politician"
3460,"politician"
3461,"celebrity"
3462,"politician"
3463,"celebrity"
3464,"celebrity"
3465,"politician"
3466,"celebrity"
3467,"celebrity"
3468,"politician"
3469,"politician"
3470,"politician"
3471,"celebrity"
3472,"politician"
3473,"celebrity"
3474,"politician"
3475,"celebrity"
3476,"politician"
3477,"celebrity"
3478,"celebrity"
3479,"celebrity"
3480,"celebrity"
3481,"politician"
3482,"celebrity"
3483,"politician"
3484,"politician"
3485,"celebrity"
3486,"celebrity"
3487,"politician"
3488,"politician"
3489,"internetplatform"
3490,"celebrity"
3491,"internetplatform"
3492,"politician"
3493,"politician"
3494,"biz&tech"
3495,"internetplatform"
3496,"biz&tech"
3497,"celebrity"
3498,"celebrity"
3499,"internetplatform"
3500,"politician"
3501,"celebrity"
3502,"biz&tech"
3503,"politician"
3504,"celebrity"
3505,"internetplatform"
3506,"celebrity"
3507,"celebrity"
3508,"politician"
3509,"politician"
3510,"politician"
3511,"internetplatform"
3512,"celebrity"
3513,"celebrity"
3514,"celebrity"
3515,"politician"
3516,"celebrity"
3517,"politician"
3518,"politician"
3519,"celebrity"
3520,"politician"
3521,"internetplatform"
3522,"celebrity"
3523,"politician"
3524,"internetplatform"
3525,"internetplatform"
3526,"internetplatform"
3527,"politician"
3528,"politician"
3529,"biz&tech"
3530,"politician"
3531,"internetplatform"
3532,"politician"
3533,"celebrity"
3534,"politician"
3535,"politician"
3536,"politician"
3537,"internetplatform"
3538,"politician"
3539,"celebrity"
3540,"internetplatform"
3541,"politician"
3542,"celebrity"
3543,"politician"
3544,"politician"
3545,"politician"
3546,"celebrity"
3547,"politician"
3548,"celebrity"
3549,"celebrity"
3550,"politician"
3551,"politician"
3552,"politician"
3553,"politician"
3554,"celebrity"
3555,"celebrity"
3556,"celebrity"
3557,"politician"
3558,"politician"
3559,"celebrity"
3560,"celebrity"
3561,"celebrity"
3562,"biz&tech"
3563,"celebrity"
3564,"politician"
3565,"politician"
3566,"politician"
3567,"politician"
3568,"politician"
3569,"politician"
3570,"politician"
3571,"politician"
3572,"politician"
3573,"internetplatform"
3574,"celebrity"
3575,"politician"
3576,"internetplatform"
3577,"celebrity"
3578,"celebrity"
3579,"internetplatform"
3580,"politician"
3581,"politician"
3582,"celebrity"
3583,"politician"
3584,"celebrity"
3585,"celebrity"
3586,"politician"
3587,"internetplatform"
3588,"politician"
3589,"celebrity"
3590,"celebrity"
3591,"politician"
3592,"celebrity"
3593,"internetplatform"
3594,"celebrity"
3595,"celebrity"
3596,"biz&tech"
3597,"celebrity"
3598,"politician"
3599,"biz&tech"
3600,"celebrity"
3601,"politician"
3602,"politician"
3603,"biz&tech"
3604,"politician"
3605,"politician"
3606,"internetplatform"
3607,"politician"
3608,"politician"
3609,"politician"
3610,"internetplatform"
3611,"internetplatform"
3612,"politician"
3613,"internetplatform"
3614,"internetplatform"
3615,"celebrity"
3616,"politician"
3617,"celebrity"
3618,"politician"
3619,"politician"
3620,"politician"
3621,"politician"
3622,"politician"
3623,"politician"
3624,"politician"
3625,"politician"
3626,"celebrity"
3627,"celebrity"
3628,"biz&tech"
3629,"celebrity"
3630,"celebrity"
3631,"internetplatform"
3632,"celebrity"
3633,"celebrity"
3634,"internetplatform"
3635,"biz&tech"
3636,"politician"
3637,"celebrity"
3638,"celebrity"
3639,"celebrity"
3640,"politician"
3641,"internetplatform"
3642,"internetplatform"
3643,"politician"
3644,"celebrity"
3645,"politician"
3646,"politician"
3647,"politician"
3648,"celebrity"
3649,"politician"
3650,"celebrity"
3651,"biz&tech"
3652,"politician"
3653,"politician"
3654,"politician"
3655,"politician"
3656,"politician"
3657,"celebrity"
3658,"celebrity"
3659,"celebrity"
3660,"politician"
3661,"politician"
3662,"biz&tech"
3663,"internetplatform"
3664,"celebrity"
3665,"biz&tech"
3666,"celebrity"
3667,"politician"
3668,"internetplatform"
3669,"biz&tech"
3670,"politician"
3671,"politician"
3672,"internetplatform"
3673,"celebrity"
3674,"celebrity"
3675,"politician"
3676,"celebrity"
3677,"celebrity"
3678,"politician"
3679,"internetplatform"
3680,"politician"
3681,"biz&tech"
3682,"politician"
3683,"politician"
3684,"internetplatform"
3685,"biz&tech"
3686,"celebrity"
3687,"celebrity"
3688,"celebrity"
3689,"politician"
3690,"politician"
3691,"celebrity"
3692,"politician"
3693,"celebrity"
3694,"internetplatform"
3695,"celebrity"
3696,"celebrity"
3697,"politician"
3698,"politician"
3699,"internetplatform"
3700,"politician"
3701,"politician"
3702,"celebrity"
3703,"celebrity"
3704,"internetplatform"
3705,"politician"
3706,"internetplatform"
3707,"celebrity"
3708,"politician"
3709,"internetplatform"
3710,"biz&tech"
3711,"biz&tech"
3712,"celebrity"
3713,"celebrity"
3714,"celebrity"
3715,"politician"
3716,"celebrity"
3717,"politician"
3718,"celebrity"
3719,"internetplatform"
3720,"politician"
3721,"politician"
3722,"internetplatform"
3723,"celebrity"
3724,"internetplatform"
3725,"politician"
3726,"politician"
3727,"biz&tech"
3728,"celebrity"
3729,"celebrity"
3730,"celebrity"
3731,"politician"
3732,"politician"
3733,"politician"
3734,"celebrity"
3735,"internetplatform"
3736,"celebrity"
3737,"politician"
3738,"celebrity"
3739,"politician"
3740,"celebrity"
3741,"internetplatform"
3742,"politician"
3743,"celebrity"
3744,"biz&tech"
3745,"internetplatform"
3746,"celebrity"
3747,"politician"
3748,"celebrity"
3749,"celebrity"
3750,"celebrity"
3751,"biz&tech"
3752,"internetplatform"
3753,"celebrity"
3754,"politician"
3755,"celebrity"
3756,"politician"
3757,"biz&tech"
3758,"celebrity"
3759,"politician"
3760,"celebrity"
3761,"politician"
3762,"politician"
3763,"politician"
3764,"politician"
3765,"internetplatform"
3766,"celebrity"
3767,"internetplatform"
3768,"politician"
3769,"politician"
3770,"celebrity"
3771,"celebrity"
3772,"politician"
3773,"celebrity"
3774,"politician"
3775,"celebrity"
3776,"biz&tech"
3777,"politician"
3778,"politician"
3779,"politician"
3780,"celebrity"
3781,"celebrity"
3782,"celebrity"
3783,"celebrity"
3784,"biz&tech"
3785,"celebrity"
3786,"politician"
3787,"celebrity"
3788,"celebrity"
3789,"politician"
3790,"celebrity"
3791,"politician"
3792,"politician"
3793,"internetplatform"
3794,"celebrity"
3795,"internetplatform"
3796,"politician"
3797,"biz&tech"
3798,"politician"
3799,"celebrity"
3800,"internetplatform"
3801,"politician"
3802,"celebrity"
3803,"politician"
3804,"celebrity"
3805,"politician"
3806,"politician"
3807,"politician"
3808,"internetplatform"
3809,"politician"
3810,"internetplatform"
3811,"celebrity"
3812,"celebrity"
3813,"celebrity"
3814,"celebrity"
3815,"celebrity"
3816,"politician"
3817,"internetplatform"
3818,"politician"
3819,"celebrity"
3820,"politician"
3821,"celebrity"
3822,"celebrity"
3823,"celebrity"
3824,"internetplatform"
3825,"celebrity"
3826,"celebrity"
3827,"politician"
3828,"celebrity"
3829,"celebrity"
3830,"celebrity"
3831,"celebrity"
3832,"politician"
3833,"celebrity"
3834,"internetplatform"
3835,"politician"
3836,"celebrity"
3837,"celebrity"
3838,"politician"
3839,"celebrity"
3840,"politician"
3841,"politician"
3842,"celebrity"
3843,"politician"
3844,"celebrity"
3845,"internetplatform"
3846,"celebrity"
3847,"politician"
3848,"internetplatform"
3849,"celebrity"
3850,"celebrity"
3851,"politician"
3852,"politician"
3853,"politician"
3854,"celebrity"
3855,"celebrity"
3856,"politician"
3857,"celebrity"
3858,"internetplatform"
3859,"biz&tech"
3860,"internetplatform"
3861,"politician"
3862,"celebrity"
3863,"celebrity"
3864,"celebrity"
3865,"internetplatform"
3866,"celebrity"
3867,"politician"
3868,"internetplatform"
3869,"celebrity"
3870,"celebrity"
3871,"biz&tech"
3872,"celebrity"
3873,"politician"
3874,"politician"
3875,"celebrity"
3876,"celebrity"
3877,"politician"
3878,"celebrity"
3879,"celebrity"
3880,"internetplatform"
3881,"celebrity"
3882,"celebrity"
3883,"politician"
3884,"celebrity"
3885,"politician"
3886,"politician"
3887,"celebrity"
3888,"celebrity"
3889,"biz&tech"
3890,"internetplatform"
3891,"celebrity"
3892,"politician"
3893,"celebrity"
3894,"celebrity"
3895,"celebrity"
3896,"internetplatform"
3897,"politician"
3898,"celebrity"
3899,"internetplatform"
3900,"internetplatform"
3901,"biz&tech"
3902,"celebrity"
3903,"politician"
3904,"celebrity"
3905,"celebrity"
3906,"biz&tech"
3907,"politician"
3908,"politician"
3909,"politician"
3910,"internetplatform"
3911,"celebrity"
3912,"politician"
3913,"celebrity"
3914,"politician"
3915,"celebrity"
3916,"politician"
3917,"internetplatform"
3918,"celebrity"
3919,"politician"
3920,"celebrity"
3921,"celebrity"
3922,"biz&tech"
3923,"politician"
3924,"internetplatform"
3925,"celebrity"
3926,"celebrity"
3927,"politician"
3928,"internetplatform"
3929,"politician"
3930,"celebrity"
3931,"celebrity"
3932,"celebrity"
3933,"politician"
3934,"politician"
3935,"celebrity"
3936,"internetplatform"
3937,"politician"
3938,"politician"
3939,"celebrity"
3940,"celebrity"
3941,"internetplatform"
3942,"internetplatform"
3943,"celebrity"
3944,"celebrity"
3945,"celebrity"
3946,"biz&tech"
3947,"celebrity"
3948,"politician"
3949,"celebrity"
3950,"celebrity"
3951,"internetplatform"
3952,"internetplatform"
3953,"celebrity"
3954,"politician"
3955,"celebrity"
3956,"politician"
3957,"celebrity"
3958,"politician"
3959,"biz&tech"
3960,"celebrity"
3961,"biz&tech"
3962,"celebrity"
3963,"celebrity"
3964,"politician"
3965,"politician"
3966,"politician"
3967,"celebrity"
3968,"politician"
3969,"celebrity"
3970,"celebrity"
3971,"celebrity"
3972,"celebrity"
3973,"celebrity"
3974,"celebrity"
3975,"celebrity"
3976,"celebrity"
3977,"politician"
3978,"celebrity"
3979,"celebrity"
3980,"biz&tech"
3981,"politician"
3982,"politician"
3983,"celebrity"
3984,"celebrity"
3985,"politician"
3986,"celebrity"
3987,"celebrity"
3988,"celebrity"
3989,"biz&tech"
3990,"celebrity"
3991,"biz&tech"
3992,"celebrity"
3993,"celebrity"
3994,"celebrity"
3995,"politician"
3996,"celebrity"
3997,"politician"
3998,"celebrity"
3999,"biz&tech"
4000,"celebrity"
4001,"politician"
4002,"celebrity"
4003,"celebrity"
4004,"politician"
4005,"internetplatform"
4006,"politician"
4007,"internetplatform"
4008,"celebrity"
4009,"politician"
4010,"biz&tech"
4011,"celebrity"
4012,"politician"
4013,"politician"
4014,"celebrity"
4015,"celebrity"
4016,"politician"
4017,"politician"
4018,"celebrity"
4019,"internetplatform"
4020,"celebrity"
4021,"politician"
4022,"internetplatform"
4023,"celebrity"
4024,"celebrity"
4025,"celebrity"
4026,"politician"
4027,"politician"
4028,"celebrity"
4029,"celebrity"
4030,"politician"
4031,"celebrity"
4032,"celebrity"
4033,"politician"
4034,"celebrity"
4035,"politician"
4036,"celebrity"
4037,"celebrity"
4038,"politician"
4039,"internetplatform"
4040,"politician"
4041,"celebrity"
4042,"biz&tech"
4043,"politician"
4044,"internetplatform"
4045,"celebrity"
4046,"politician"
4047,"politician"
4048,"celebrity"
4049,"politician"
4050,"celebrity"
4051,"politician"
4052,"politician"
4053,"politician"
4054,"biz&tech"
4055,"biz&tech"
4056,"biz&tech"
4057,"biz&tech"
4058,"politician"
4059,"celebrity"
4060,"internetplatform"
4061,"politician"
4062,"politician"
4063,"celebrity"
4064,"politician"
4065,"celebrity"
4066,"internetplatform"
4067,"politician"
4068,"internetplatform"
4069,"politician"
4070,"internetplatform"
4071,"politician"
4072,"biz&tech"
4073,"politician"
4074,"politician"
4075,"celebrity"
4076,"politician"
4077,"internetplatform"
4078,"celebrity"
4079,"politician"
4080,"celebrity"
4081,"politician"
4082,"biz&tech"
4083,"politician"
4084,"celebrity"
4085,"politician"
4086,"internetplatform"
4087,"politician"
4088,"celebrity"
4089,"politician"
4090,"internetplatform"
4091,"politician"
4092,"celebrity"
4093,"politician"
4094,"celebrity"
4095,"celebrity"
4096,"celebrity"
4097,"politician"
4098,"biz&tech"
4099,"politician"
4100,"internetplatform"
4101,"celebrity"
4102,"politician"
4103,"celebrity"
4104,"celebrity"
4105,"celebrity"
4106,"politician"
4107,"politician"
4108,"internetplatform"
4109,"celebrity"
4110,"internetplatform"
4111,"celebrity"
4112,"politician"
4113,"internetplatform"
4114,"politician"
4115,"politician"
4116,"politician"
4117,"celebrity"
4118,"biz&tech"
4119,"politician"
4120,"politician"
4121,"biz&tech"
4122,"politician"
4123,"internetplatform"
4124,"celebrity"
4125,"celebrity"
4126,"celebrity"
4127,"politician"
4128,"celebrity"
4129,"celebrity"
4130,"politician"
4131,"politician"
4132,"politician"
4133,"internetplatform"
4134,"politician"
4135,"politician"
4136,"celebrity"
4137,"celebrity"
4138,"celebrity"
4139,"biz&tech"
4140,"celebrity"
4141,"celebrity"
4142,"celebrity"
4143,"politician"
4144,"internetplatform"
4145,"politician"
4146,"celebrity"
4147,"celebrity"
4148,"politician"
4149,"internetplatform"
4150,"internetplatform"
4151,"celebrity"
4152,"politician"
4153,"celebrity"
4154,"biz&tech"
4155,"biz&tech"
4156,"politician"
4157,"politician"
4158,"celebrity"
4159,"politician"
4160,"internetplatform"
4161,"politician"
4162,"celebrity"
4163,"politician"
4164,"celebrity"
4165,"celebrity"
4166,"politician"
4167,"internetplatform"
4168,"politician"
4169,"celebrity"
4170,"celebrity"
4171,"politician"
4172,"celebrity"
4173,"biz&tech"
4174,"celebrity"
4175,"politician"
4176,"politician"
4177,"celebrity"
4178,"politician"
4179,"biz&tech"
4180,"celebrity"
4181,"biz&tech"
4182,"biz&tech"
4183,"celebrity"
4184,"politician"
4185,"politician"
4186,"celebrity"
4187,"celebrity"
4188,"politician"
4189,"internetplatform"
4190,"politician"
4191,"politician"
4192,"politician"
4193,"politician"
4194,"politician"
4195,"celebrity"
4196,"celebrity"
4197,"biz&tech"
4198,"celebrity"
4199,"politician"
4200,"politician"
4201,"politician"
4202,"internetplatform"
4203,"politician"
4204,"internetplatform"
4205,"celebrity"
4206,"politician"
4207,"celebrity"
4208,"celebrity"
4209,"politician"
4210,"politician"
4211,"internetplatform"
4212,"celebrity"
4213,"internetplatform"
4214,"internetplatform"
4215,"internetplatform"
4216,"celebrity"
4217,"celebrity"
4218,"celebrity"
4219,"politician"
4220,"celebrity"
4221,"politician"
4222,"celebrity"
4223,"politician"
4224,"internetplatform"
4225,"internetplatform"
4226,"politician"
4227,"biz&tech"
4228,"celebrity"
4229,"politician"
4230,"celebrity"
4231,"politician"
4232,"celebrity"
4233,"politician"
4234,"internetplatform"
4235,"celebrity"
4236,"politician"
4237,"politician"
4238,"politician"
4239,"celebrity"
4240,"celebrity"
4241,"celebrity"
4242,"internetplatform"
4243,"celebrity"
4244,"celebrity"
4245,"celebrity"
4246,"biz&tech"
4247,"celebrity"
4248,"celebrity"
4249,"biz&tech"
4250,"politician"
4251,"politician"
4252,"internetplatform"
4253,"celebrity"
4254,"celebrity"
4255,"internetplatform"
4256,"politician"
4257,"politician"
4258,"celebrity"
4259,"politician"
4260,"celebrity"
4261,"politician"
4262,"internetplatform"
4263,"celebrity"
4264,"celebrity"
4265,"politician"
4266,"celebrity"
4267,"biz&tech"
4268,"biz&tech"
4269,"internetplatform"
4270,"biz&tech"
4271,"celebrity"
4272,"politician"
4273,"celebrity"
4274,"internetplatform"
4275,"celebrity"
4276,"celebrity"
4277,"biz&tech"
4278,"internetplatform"
4279,"celebrity"
4280,"politician"
4281,"internetplatform"
4282,"internetplatform"
4283,"celebrity"
4284,"politician"
4285,"celebrity"
4286,"politician"
4287,"internetplatform"
4288,"celebrity"
4289,"celebrity"
4290,"politician"
4291,"celebrity"
4292,"celebrity"
4293,"celebrity"
4294,"politician"
4295,"celebrity"
4296,"politician"
4297,"celebrity"
4298,"politician"
4299,"politician"
4300,"politician"
4301,"politician"
4302,"politician"
4303,"politician"
4304,"celebrity"
4305,"politician"
4306,"celebrity"
4307,"celebrity"
4308,"politician"
4309,"internetplatform"
4310,"internetplatform"
4311,"politician"
4312,"politician"
4313,"internetplatform"
4314,"politician"
4315,"celebrity"
4316,"politician"
4317,"celebrity"
4318,"celebrity"
4319,"internetplatform"
4320,"biz&tech"
4321,"politician"
4322,"celebrity"
4323,"celebrity"
4324,"biz&tech"
4325,"internetplatform"
4326,"celebrity"
4327,"celebrity"
4328,"politician"
4329,"celebrity"
4330,"politician"
4331,"celebrity"
4332,"celebrity"
4333,"politician"
4334,"celebrity"
4335,"politician"
4336,"celebrity"
4337,"biz&tech"
4338,"politician"
4339,"celebrity"
4340,"politician"
4341,"internetplatform"
4342,"celebrity"
4343,"biz&tech"
4344,"biz&tech"
4345,"celebrity"
4346,"politician"
4347,"politician"
4348,"politician"
4349,"politician"
4350,"celebrity"
4351,"biz&tech"
4352,"politician"
4353,"celebrity"
4354,"celebrity"
4355,"celebrity"
4356,"politician"
4357,"politician"
4358,"politician"
4359,"politician"
4360,"politician"
4361,"internetplatform"
4362,"internetplatform"
4363,"celebrity"
4364,"politician"
4365,"internetplatform"
4366,"politician"
4367,"internetplatform"
4368,"celebrity"
4369,"biz&tech"
4370,"politician"
4371,"celebrity"
4372,"internetplatform"
4373,"celebrity"
4374,"politician"
4375,"celebrity"
4376,"politician"
4377,"celebrity"
4378,"celebrity"
4379,"politician"
4380,"politician"
4381,"biz&tech"
4382,"politician"
4383,"biz&tech"
4384,"politician"
4385,"celebrity"
4386,"celebrity"
4387,"celebrity"
4388,"politician"
4389,"celebrity"
4390,"politician"
4391,"celebrity"
4392,"internetplatform"
4393,"politician"
4394,"celebrity"
4395,"politician"
4396,"biz&tech"
4397,"politician"
4398,"politician"
4399,"politician"
4400,"politician"
4401,"celebrity"
4402,"politician"
4403,"celebrity"
4404,"celebrity"
4405,"celebrity"
4406,"celebrity"
4407,"politician"
4408,"celebrity"
4409,"celebrity"
4410,"biz&tech"
4411,"celebrity"
4412,"politician"
4413,"celebrity"
4414,"celebrity"
4415,"politician"
4416,"celebrity"
4417,"internetplatform"
4418,"celebrity"
4419,"politician"
4420,"politician"
4421,"politician"
4422,"internetplatform"
4423,"celebrity"
4424,"politician"
4425,"celebrity"
4426,"celebrity"
4427,"internetplatform"
4428,"celebrity"
4429,"biz&tech"
4430,"politician"
4431,"internetplatform"
4432,"politician"
4433,"celebrity"
4434,"politician"
4435,"politician"
4436,"politician"
4437,"biz&tech"
4438,"politician"
4439,"politician"
4440,"politician"
4441,"politician"
4442,"politician"
4443,"celebrity"
4444,"celebrity"
4445,"internetplatform"
4446,"celebrity"
4447,"politician"
4448,"celebrity"
4449,"internetplatform"
4450,"politician"
4451,"politician"
4452,"biz&tech"
4453,"politician"
4454,"politician"
4455,"celebrity"
4456,"biz&tech"
4457,"celebrity"
4458,"politician"
4459,"politician"
4460,"politician"
4461,"politician"
4462,"internetplatform"
4463,"celebrity"
4464,"politician"
4465,"celebrity"
4466,"celebrity"
4467,"internetplatform"
4468,"celebrity"
4469,"politician"
4470,"politician"
4471,"celebrity"
4472,"internetplatform"
4473,"internetplatform"
4474,"celebrity"
4475,"internetplatform"
4476,"celebrity"
4477,"politician"
4478,"politician"
4479,"celebrity"
4480,"biz&tech"
4481,"politician"
4482,"politician"
4483,"politician"
4484,"celebrity"
4485,"internetplatform"
4486,"celebrity"
4487,"politician"
4488,"celebrity"
4489,"politician"
4490,"celebrity"
4491,"politician"
4492,"internetplatform"
4493,"celebrity"
4494,"biz&tech"
4495,"celebrity"
4496,"celebrity"
4497,"internetplatform"
4498,"celebrity"
4499,"politician"
4500,"internetplatform"
4501,"celebrity"
4502,"celebrity"
4503,"politician"
4504,"celebrity"
4505,"politician"
4506,"politician"
4507,"politician"
4508,"celebrity"
4509,"politician"
4510,"celebrity"
4511,"internetplatform"
4512,"celebrity"
4513,"celebrity"
4514,"internetplatform"
4515,"internetplatform"
4516,"celebrity"
4517,"politician"
4518,"biz&tech"
4519,"celebrity"
4520,"celebrity"
4521,"politician"
4522,"politician"
4523,"politician"
4524,"politician"
4525,"internetplatform"
4526,"celebrity"
4527,"politician"
4528,"celebrity"
4529,"internetplatform"
4530,"biz&tech"
4531,"politician"
4532,"internetplatform"
4533,"politician"
4534,"celebrity"
4535,"politician"
4536,"politician"
4537,"politician"
4538,"internetplatform"
4539,"politician"
4540,"celebrity"
4541,"celebrity"
4542,"politician"
4543,"celebrity"
4544,"celebrity"
4545,"politician"
4546,"celebrity"
4547,"biz&tech"
4548,"internetplatform"
4549,"celebrity"
4550,"celebrity"
4551,"biz&tech"
4552,"internetplatform"
4553,"politician"
4554,"politician"
4555,"celebrity"
4556,"celebrity"
4557,"celebrity"
4558,"internetplatform"
4559,"celebrity"
4560,"politician"
4561,"celebrity"
4562,"celebrity"
4563,"celebrity"
4564,"politician"
4565,"politician"
4566,"celebrity"
4567,"celebrity"
